OrderID,OrderDate,CustomerID,Region,Category,SubCategory,Sales,Profit,Discount
ORD-20250607,2025-07-03,CUST-112,West,Technology,Phones,33.05,4.86,0.0
ORD-20250608,2025-07-04,CUST-122,Central,Office Supplies,Paper,65.94,-0.7,0.05
ORD-20250609,2025-07-04,CUST-198,East,Technology,Printers,1004.86,-59.54,0.05
ORD-20250610,2025-07-04,CUST-204,South,Furniture,Bookcases,946.4,-69.11,0.05
ORD-20250611,2025-07-05,CUST-129,West,Office Supplies,Binders,1790.36,266.64,0.0
ORD-20250612,2025-07-05,CUST-116,West,Technology,Laptops,379.28,93.5,0.05
ORD-20250613,2025-07-05,CUST-212,East,Furniture,Tables,479.42,124.89,0.1
ORD-20250614,2025-07-06,CUST-161,Central,Furniture,Chairs,222.1,21.04,0.2
ORD-20250615,2025-07-06,CUST-183,East,Furniture,Tables,1653.23,379.24,0.15
ORD-20250616,2025-07-06,CUST-211,South,Technology,Phones,1404.5,418.11,0.05
ORD-20250617,2025-07-07,CUST-185,Central,Technology,Phones,1483.76,23.1,0.05
ORD-20250618,2025-07-07,CUST-240,East,Office Supplies,Appliances,1626.92,109.24,0.0
ORD-20250619,2025-07-07,CUST-286,Central,Furniture,Tables,954.32,277.92,0.0
ORD-20250620,2025-07-07,CUST-118,Central,Technology,Laptops,823.12,34.62,0.0
ORD-20250621,2025-07-08,CUST-276,Central,Furniture,Bookcases,608.1,172.6,0.1
ORD-20250622,2025-07-08,CUST-199,West,Office Supplies,Appliances,1068.8,333.51,0.0
ORD-20250623,2025-07-08,CUST-239,East,Technology,Accessories,828.62,147.46,0.0
ORD-20250624,2025-07-09,CUST-288,East,Furniture,Furnishings,823.79,200.26,0.2
ORD-20250625,2025-07-09,CUST-246,West,Furniture,Tables,1687.73,362.54,0.0
ORD-20250626,2025-07-09,CUST-175,South,Office Supplies,Paper,1771.58,343.34,0.0
ORD-20250627,2025-07-10,CUST-108,East,Technology,Phones,1437.74,41.57,0.0
ORD-20250628,2025-07-10,CUST-298,Central,Furniture,Chairs,1367.03,-103.92,0.05
ORD-20250629,2025-07-10,CUST-127,West,Furniture,Chairs,1231.39,54.28,0.1
ORD-20250630,2025-07-10,CUST-227,West,Furniture,Chairs,315.61,56.85,0.0
ORD-20250631,2025-07-11,CUST-151,Central,Furniture,Bookcases,125.21,-7.13,0.05
ORD-20250632,2025-07-11,CUST-182,South,Furniture,Furnishings,1249.49,-118.69,0.1
ORD-20250633,2025-07-11,CUST-210,West,Office Supplies,Binders,1317.24,-54.44,0.15
ORD-20250634,2025-07-12,CUST-243,West,Office Supplies,Storage,103.61,20.79,0.2
ORD-20250635,2025-07-12,CUST-216,West,Furniture,Furnishings,1671.93,515.91,0.15
ORD-20250636,2025-07-12,CUST-168,East,Office Supplies,Paper,182.23,57.02,0.05
ORD-20250637,2025-07-13,CUST-198,East,Furniture,Furnishings,528.9,56.84,0.0
ORD-20250638,2025-07-13,CUST-239,West,Furniture,Furnishings,1216.85,322.62,0.0
ORD-20250639,2025-07-13,CUST-124,West,Technology,Phones,322.37,67.53,0.0
ORD-20250640,2025-07-13,CUST-279,Central,Office Supplies,Paper,118.64,13.1,0.1
ORD-20250641,2025-07-14,CUST-222,West,Technology,Phones,609.44,85.66,0.15
ORD-20250642,2025-07-14,CUST-152,West,Technology,Laptops,1383.43,-58.61,0.05
ORD-20250643,2025-07-14,CUST-250,West,Technology,Phones,756.35,222.23,0.0
ORD-20250644,2025-07-15,CUST-243,Central,Furniture,Tables,1182.29,56.53,0.05
ORD-20250645,2025-07-15,CUST-156,South,Technology,Phones,1051.72,91.9,0.2
ORD-20250646,2025-07-15,CUST-138,West,Technology,Laptops,59.55,10.84,0.05
ORD-20250647,2025-07-16,CUST-208,Central,Technology,Printers,1779.6,71.61,0.15
ORD-20250648,2025-07-16,CUST-280,East,Technology,Accessories,93.74,0.64,0.15
ORD-20250649,2025-07-16,CUST-141,West,Furniture,Furnishings,1742.69,287.61,0.2
ORD-20250650,2025-07-17,CUST-285,West,Office Supplies,Appliances,998.76,-89.4,0.1
ORD-20250651,2025-07-17,CUST-266,West,Furniture,Chairs,1734.42,351.57,0.1
ORD-20250652,2025-07-17,CUST-241,Central,Furniture,Tables,224.26,25.99,0.0
ORD-20250653,2025-07-17,CUST-221,South,Office Supplies,Storage,892.93,137.88,0.0
ORD-20250654,2025-07-18,CUST-232,East,Technology,Phones,321.72,53.21,0.05
ORD-20250655,2025-07-18,CUST-262,Central,Technology,Phones,110.74,13.44,0.0
ORD-20250656,2025-07-18,CUST-174,West,Office Supplies,Paper,1119.2,161.91,0.2
ORD-20250657,2025-07-19,CUST-245,East,Furniture,Furnishings,389.85,72.98,0.0
ORD-20250658,2025-07-19,CUST-175,East,Technology,Laptops,1066.1,230.61,0.15
ORD-20250659,2025-07-19,CUST-108,West,Furniture,Tables,220.01,45.22,0.0
ORD-20250660,2025-07-20,CUST-173,East,Technology,Accessories,610.94,162.05,0.0
ORD-20250661,2025-07-20,CUST-285,East,Furniture,Tables,1411.31,-28.84,0.2
ORD-20250662,2025-07-20,CUST-244,East,Technology,Laptops,797.95,54.65,0.0
ORD-20250663,2025-07-20,CUST-106,West,Technology,Phones,1137.39,339.03,0.0
ORD-20250664,2025-07-21,CUST-273,Central,Technology,Phones,1172.48,78.05,0.0
ORD-20250665,2025-07-21,CUST-240,West,Office Supplies,Appliances,1521.88,-72.37,0.1
ORD-20250666,2025-07-21,CUST-267,South,Office Supplies,Paper,598.36,72.21,0.0
ORD-20250667,2025-07-22,CUST-269,West,Technology,Phones,1243.39,-67.16,0.05
ORD-20250668,2025-07-22,CUST-236,Central,Technology,Phones,1731.68,-25.63,0.05
ORD-20250669,2025-07-22,CUST-277,South,Office Supplies,Paper,1319.83,421.41,0.1
ORD-20250670,2025-07-23,CUST-126,Central,Technology,Printers,891.97,113.61,0.1
ORD-20250671,2025-07-23,CUST-221,West,Technology,Phones,1142.68,22.06,0.05
ORD-20250672,2025-07-23,CUST-293,Central,Office Supplies,Storage,1336.64,424.79,0.0
ORD-20250673,2025-07-24,CUST-104,East,Technology,Accessories,1109.85,339.56,0.15
ORD-20250674,2025-07-24,CUST-128,West,Office Supplies,Storage,49.68,4.23,0.0
ORD-20250675,2025-07-24,CUST-264,West,Office Supplies,Storage,366.7,3.44,0.05
ORD-20250676,2025-07-24,CUST-265,West,Furniture,Chairs,1462.63,368.77,0.05
ORD-20250677,2025-07-25,CUST-182,East,Technology,Accessories,505.32,101.35,0.15
ORD-20250678,2025-07-25,CUST-235,South,Technology,Phones,1322.18,249.25,0.05
ORD-20250679,2025-07-25,CUST-208,Central,Office Supplies,Appliances,682.37,187.73,0.0
ORD-20250680,2025-07-26,CUST-164,West,Office Supplies,Storage,948.95,179.88,0.1
ORD-20250681,2025-07-26,CUST-185,South,Office Supplies,Binders,140.99,2.71,0.1
ORD-20250682,2025-07-26,CUST-244,West,Technology,Accessories,342.58,65.58,0.0
ORD-20250683,2025-07-27,CUST-170,South,Office Supplies,Storage,1723.81,49.03,0.05
ORD-20250684,2025-07-27,CUST-144,West,Office Supplies,Paper,1604.45,351.18,0.1
ORD-20250685,2025-07-27,CUST-231,East,Furniture,Bookcases,1181.05,189.32,0.2
ORD-20250686,2025-07-27,CUST-135,Central,Office Supplies,Binders,838.17,-56.57,0.1
ORD-20250687,2025-07-28,CUST-169,Central,Office Supplies,Paper,1222.86,141.11,0.0
ORD-20250688,2025-07-28,CUST-258,Central,Office Supplies,Paper,1121.13,49.54,0.0
ORD-20250689,2025-07-28,CUST-118,South,Furniture,Furnishings,1032.02,39.22,0.15
ORD-20250690,2025-07-29,CUST-288,Central,Technology,Printers,125.34,19.17,0.15
ORD-20250691,2025-07-29,CUST-207,Central,Technology,Accessories,1146.39,40.56,0.0
ORD-20250692,2025-07-29,CUST-281,South,Furniture,Furnishings,1388.68,314.25,0.0
ORD-20250693,2025-07-30,CUST-266,Central,Technology,Printers,1789.47,-125.74,0.1
ORD-20250694,2025-07-30,CUST-190,West,Office Supplies,Appliances,39.72,7.04,0.0
ORD-20250695,2025-07-30,CUST-189,South,Office Supplies,Paper,1319.71,316.55,0.0
ORD-20250696,2025-07-30,CUST-118,East,Office Supplies,Paper,1037.78,189.49,0.0
ORD-20250697,2025-07-31,CUST-138,Central,Technology,Phones,792.61,86.26,0.0
ORD-20250698,2025-07-31,CUST-225,South,Technology,Printers,247.07,73.91,0.05
ORD-20250699,2025-07-31,CUST-294,Central,Technology,Phones,748.17,19.43,0.1
ORD-20250700,2025-08-01,CUST-272,Central,Office Supplies,Appliances,650.79,-59.84,0.0
ORD-20250701,2025-08-01,CUST-240,Central,Office Supplies,Paper,559.04,45.53,0.0
ORD-20250702,2025-08-01,CUST-225,West,Office Supplies,Paper,1320.97,-113.78,0.0
ORD-20250703,2025-08-02,CUST-157,South,Furniture,Tables,1267.29,381.02,0.05
ORD-20250704,2025-08-02,CUST-247,East,Office Supplies,Storage,1068.46,-12.64,0.0
ORD-20250705,2025-08-02,CUST-299,East,Office Supplies,Appliances,1690.82,391.17,0.05
ORD-20250706,2025-08-03,CUST-160,East,Technology,Laptops,642.74,144.82,0.1
ORD-20250707,2025-08-03,CUST-226,West,Office Supplies,Paper,453.97,-3.88,0.0
ORD-20250708,2025-08-03,CUST-204,West,Furniture,Furnishings,1187.51,191.09,0.0
ORD-20250709,2025-08-03,CUST-266,Central,Technology,Phones,373.89,-29.84,0.0
ORD-20250710,2025-08-04,CUST-100,West,Furniture,Bookcases,580.72,59.87,0.05
ORD-20250711,2025-08-04,CUST-230,West,Technology,Laptops,419.79,-39.4,0.15
ORD-20250712,2025-08-04,CUST-191,East,Furniture,Bookcases,143.09,41.05,0.0
ORD-20250713,2025-08-05,CUST-289,West,Furniture,Tables,1492.95,462.75,0.2
ORD-20250714,2025-08-05,CUST-290,Central,Furniture,Chairs,473.08,-3.14,0.0
ORD-20250715,2025-08-05,CUST-212,East,Furniture,Bookcases,861.99,-10.86,0.15
ORD-20250716,2025-08-06,CUST-252,East,Furniture,Bookcases,97.1,21.03,0.05
ORD-20250717,2025-08-06,CUST-155,East,Furniture,Chairs,1264.82,8.12,0.1
ORD-20250718,2025-08-06,CUST-260,East,Furniture,Bookcases,608.4,167.88,0.05
ORD-20250719,2025-08-06,CUST-265,West,Furniture,Furnishings,1345.63,189.8,0.05
ORD-20250720,2025-08-07,CUST-216,East,Technology,Laptops,754.08,35.69,0.15
ORD-20250721,2025-08-07,CUST-233,Central,Furniture,Tables,368.44,92.01,0.1
ORD-20250722,2025-08-07,CUST-157,Central,Technology,Laptops,933.45,100.09,0.05
ORD-20250723,2025-08-08,CUST-143,West,Furniture,Furnishings,252.3,71.37,0.0
ORD-20250724,2025-08-08,CUST-272,South,Office Supplies,Binders,804.16,233.02,0.0
ORD-20250725,2025-08-08,CUST-259,West,Furniture,Chairs,584.8,-17.85,0.15
ORD-20250726,2025-08-09,CUST-272,West,Furniture,Bookcases,1643.29,-162.73,0.05
ORD-20250727,2025-08-09,CUST-160,South,Office Supplies,Appliances,128.45,40.24,0.05
ORD-20250728,2025-08-09,CUST-146,East,Office Supplies,Binders,1255.35,352.22,0.1
ORD-20250729,2025-08-10,CUST-248,South,Office Supplies,Paper,345.3,-26.49,0.15
ORD-20250730,2025-08-10,CUST-179,East,Office Supplies,Storage,587.9,146.9,0.1
ORD-20250731,2025-08-10,CUST-217,West,Technology,Accessories,759.62,70.1,0.1
ORD-20250732,2025-08-10,CUST-263,East,Technology,Printers,1636.27,14.34,0.1
ORD-20250733,2025-08-11,CUST-246,Central,Furniture,Furnishings,451.79,121.56,0.0
ORD-20250734,2025-08-11,CUST-119,Central,Technology,Printers,182.53,-3.18,0.0
ORD-20250735,2025-08-11,CUST-284,Central,Furniture,Chairs,587.27,174.93,0.15
ORD-20250736,2025-08-12,CUST-245,West,Furniture,Chairs,206.32,-2.81,0.0
ORD-20250737,2025-08-12,CUST-146,West,Furniture,Furnishings,248.9,39.26,0.2
ORD-20250738,2025-08-12,CUST-148,East,Office Supplies,Binders,1041.45,-6.57,0.0
ORD-20250739,2025-08-13,CUST-113,West,Office Supplies,Storage,128.41,16.59,0.0
ORD-20250740,2025-08-13,CUST-242,South,Furniture,Bookcases,75.06,14.06,0.2
ORD-20250741,2025-08-13,CUST-258,West,Office Supplies,Paper,1291.66,-25.97,0.1
ORD-20250742,2025-08-13,CUST-100,Central,Furniture,Bookcases,663.73,78.83,0.0
ORD-20250743,2025-08-14,CUST-216,Central,Office Supplies,Binders,243.17,23.59,0.1
ORD-20250744,2025-08-14,CUST-153,West,Technology,Accessories,471.43,-33.08,0.1
ORD-20250745,2025-08-14,CUST-217,Central,Office Supplies,Paper,1162.91,283.39,0.05
ORD-20250746,2025-08-15,CUST-102,East,Office Supplies,Paper,510.46,20.92,0.0
ORD-20250747,2025-08-15,CUST-243,East,Furniture,Tables,900.25,127.23,0.15
ORD-20250748,2025-08-15,CUST-284,East,Technology,Laptops,236.62,27.5,0.15
ORD-20250749,2025-08-16,CUST-111,West,Furniture,Bookcases,1066.81,123.29,0.0
ORD-20250750,2025-08-16,CUST-173,West,Technology,Accessories,582.62,-32.02,0.15
ORD-20250751,2025-08-16,CUST-115,West,Technology,Phones,1136.0,88.45,0.15
ORD-20250752,2025-08-16,CUST-299,West,Furniture,Tables,1458.94,131.3,0.05
ORD-20250753,2025-08-17,CUST-201,West,Furniture,Tables,1108.73,230.76,0.1
ORD-20250754,2025-08-17,CUST-251,Central,Office Supplies,Binders,546.43,138.14,0.0
ORD-20250755,2025-08-17,CUST-255,Central,Office Supplies,Storage,475.22,61.25,0.0
ORD-20250756,2025-08-18,CUST-216,East,Furniture,Tables,602.81,-38.31,0.1
ORD-20250757,2025-08-18,CUST-107,East,Furniture,Chairs,313.02,-0.16,0.15
ORD-20250758,2025-08-18,CUST-221,Central,Technology,Phones,342.49,-10.52,0.1
ORD-20250759,2025-08-19,CUST-191,West,Office Supplies,Storage,1427.43,-68.03,0.05
ORD-20250760,2025-08-19,CUST-263,Central,Furniture,Furnishings,704.82,37.83,0.0
ORD-20250761,2025-08-19,CUST-189,West,Office Supplies,Storage,796.07,-2.91,0.0
ORD-20250762,2025-08-20,CUST-235,West,Office Supplies,Appliances,1077.41,-8.96,0.05
ORD-20250763,2025-08-20,CUST-285,East,Furniture,Tables,1069.58,-82.39,0.0
ORD-20250764,2025-08-20,CUST-159,East,Technology,Accessories,139.93,-12.95,0.05
ORD-20250765,2025-08-20,CUST-277,Central,Office Supplies,Paper,1500.14,-85.26,0.0
ORD-20250766,2025-08-21,CUST-127,West,Office Supplies,Binders,335.64,-9.29,0.1
ORD-20250767,2025-08-21,CUST-200,Central,Technology,Phones,1307.07,105.89,0.0
ORD-20250768,2025-08-21,CUST-140,South,Technology,Laptops,1395.35,159.65,0.05
ORD-20250769,2025-08-22,CUST-291,West,Office Supplies,Storage,1292.52,-52.93,0.05
ORD-20250770,2025-08-22,CUST-254,Central,Technology,Printers,1050.58,82.37,0.0
ORD-20250771,2025-08-22,CUST-290,West,Office Supplies,Binders,46.0,2.0,0.0
ORD-20250772,2025-08-23,CUST-244,West,Furniture,Furnishings,661.47,-15.19,0.0
ORD-20250773,2025-08-23,CUST-260,Central,Technology,Laptops,1096.61,-106.51,0.15
ORD-20250774,2025-08-23,CUST-256,West,Office Supplies,Paper,709.66,68.23,0.0
ORD-20250775,2025-08-23,CUST-240,West,Furniture,Chairs,1556.99,292.67,0.1
ORD-20250776,2025-08-24,CUST-145,East,Furniture,Tables,569.67,-2.83,0.2
ORD-20250777,2025-08-24,CUST-134,West,Technology,Printers,542.49,-24.22,0.1
ORD-20250778,2025-08-24,CUST-233,South,Technology,Accessories,493.48,134.5,0.0
ORD-20250779,2025-08-25,CUST-181,South,Furniture,Bookcases,612.35,9.5,0.2
ORD-20250780,2025-08-25,CUST-214,Central,Furniture,Chairs,1012.18,-6.16,0.0
ORD-20250781,2025-08-25,CUST-296,Central,Furniture,Bookcases,1278.49,332.38,0.05
ORD-20250782,2025-08-26,CUST-146,West,Office Supplies,Paper,1199.37,291.67,0.15
ORD-20250783,2025-08-26,CUST-252,West,Furniture,Bookcases,1457.74,128.73,0.1
ORD-20250784,2025-08-26,CUST-293,East,Technology,Laptops,1596.93,168.44,0.05
ORD-20250785,2025-08-27,CUST-109,West,Furniture,Chairs,1472.62,-12.58,0.0
ORD-20250786,2025-08-27,CUST-155,West,Office Supplies,Paper,53.72,-3.61,0.0
ORD-20250787,2025-08-27,CUST-129,South,Office Supplies,Binders,1329.93,187.31,0.05
ORD-20250788,2025-08-27,CUST-208,West,Furniture,Chairs,390.95,-22.95,0.0
ORD-20250789,2025-08-28,CUST-104,West,Technology,Accessories,256.61,22.76,0.2
ORD-20250790,2025-08-28,CUST-218,West,Technology,Accessories,1156.51,341.18,0.2
ORD-20250791,2025-08-28,CUST-132,Central,Office Supplies,Paper,589.14,176.85,0.15
ORD-20250792,2025-08-29,CUST-217,Central,Office Supplies,Storage,121.67,0.06,0.05
ORD-20250793,2025-08-29,CUST-164,East,Office Supplies,Appliances,264.98,42.96,0.1
ORD-20250794,2025-08-29,CUST-245,West,Office Supplies,Paper,21.65,2.15,0.2
ORD-20250795,2025-08-30,CUST-276,Central,Office Supplies,Binders,1627.74,435.89,0.15
ORD-20250796,2025-08-30,CUST-110,West,Technology,Printers,63.82,0.89,0.05
ORD-20250797,2025-08-30,CUST-184,East,Furniture,Chairs,392.83,-38.67,0.0
ORD-20250798,2025-08-30,CUST-125,Central,Technology,Laptops,760.95,-24.14,0.0
ORD-20250799,2025-08-31,CUST-162,Central,Technology,Accessories,654.7,30.64,0.05
ORD-20250800,2025-08-31,CUST-185,East,Office Supplies,Binders,1642.87,53.56,0.1
ORD-20250801,2025-08-31,CUST-158,Central,Furniture,Furnishings,91.71,21.31,0.15
ORD-20250802,2025-09-01,CUST-126,Central,Furniture,Bookcases,931.74,173.15,0.0
ORD-20250803,2025-09-01,CUST-276,West,Technology,Phones,1231.25,31.78,0.0
ORD-20250804,2025-09-01,CUST-260,South,Technology,Accessories,1678.42,154.84,0.0
ORD-20250805,2025-09-02,CUST-197,Central,Technology,Phones,1124.26,-67.3,0.0
ORD-20250806,2025-09-02,CUST-204,Central,Technology,Phones,1450.68,402.16,0.0
ORD-20250807,2025-09-02,CUST-198,Central,Furniture,Tables,169.03,49.51,0.1
ORD-20250808,2025-09-02,CUST-228,East,Technology,Laptops,706.97,220.23,0.05
ORD-20250809,2025-09-03,CUST-248,East,Furniture,Tables,685.63,181.55,0.1
ORD-20250810,2025-09-03,CUST-154,West,Technology,Printers,1597.59,-43.03,0.0
ORD-20250811,2025-09-03,CUST-105,East,Technology,Printers,289.44,-23.33,0.0
ORD-20250812,2025-09-04,CUST-296,West,Technology,Laptops,290.36,41.65,0.05
ORD-20250813,2025-09-04,CUST-194,South,Furniture,Furnishings,604.83,171.34,0.15
ORD-20250814,2025-09-04,CUST-232,Central,Office Supplies,Storage,116.95,-2.98,0.0
ORD-20250815,2025-09-05,CUST-201,Central,Furniture,Bookcases,344.78,-33.46,0.15
ORD-20250816,2025-09-05,CUST-102,South,Furniture,Furnishings,1738.07,414.2,0.0
ORD-20250817,2025-09-05,CUST-280,Central,Office Supplies,Appliances,782.17,-52.99,0.15
ORD-20250818,2025-09-06,CUST-122,West,Technology,Accessories,1144.99,84.45,0.15
ORD-20250819,2025-09-06,CUST-152,East,Technology,Phones,1312.48,242.98,0.0
ORD-20250820,2025-09-06,CUST-264,West,Office Supplies,Storage,673.19,-0.37,0.1
ORD-20250821,2025-09-06,CUST-182,Central,Furniture,Bookcases,282.06,-18.26,0.0
ORD-20250822,2025-09-07,CUST-244,West,Technology,Printers,387.71,86.62,0.15
ORD-20250823,2025-09-07,CUST-184,Central,Office Supplies,Storage,577.61,95.12,0.05
ORD-20250824,2025-09-07,CUST-177,East,Office Supplies,Appliances,1152.2,363.13,0.05
ORD-20250825,2025-09-08,CUST-209,Central,Technology,Printers,728.94,32.52,0.1
ORD-20250826,2025-09-08,CUST-100,Central,Furniture,Tables,32.13,-2.38,0.15
ORD-20250827,2025-09-08,CUST-150,Central,Furniture,Bookcases,951.66,198.35,0.0
ORD-20250828,2025-09-09,CUST-272,South,Furniture,Chairs,1660.29,197.79,0.1
ORD-20250829,2025-09-09,CUST-103,Central,Furniture,Tables,1465.5,-15.32,0.0
ORD-20250830,2025-09-09,CUST-289,South,Technology,Printers,1488.88,339.95,0.0
ORD-20250831,2025-09-09,CUST-292,South,Furniture,Furnishings,1435.2,-20.7,0.1
ORD-20250832,2025-09-10,CUST-212,Central,Furniture,Chairs,596.24,5.65,0.0
ORD-20250833,2025-09-10,CUST-131,Central,Office Supplies,Appliances,1382.05,-84.5,0.0
ORD-20250834,2025-09-10,CUST-133,East,Office Supplies,Storage,274.83,18.62,0.15
ORD-20250835,2025-09-11,CUST-191,West,Technology,Laptops,1190.73,90.44,0.0
ORD-20250836,2025-09-11,CUST-194,West,Furniture,Furnishings,1161.99,134.93,0.1
ORD-20250837,2025-09-11,CUST-171,West,Technology,Printers,65.51,12.96,0.0
ORD-20250838,2025-09-12,CUST-138,West,Furniture,Chairs,1422.59,399.13,0.0
ORD-20250839,2025-09-12,CUST-253,South,Office Supplies,Storage,1627.78,-68.61,0.0
ORD-20250840,2025-09-12,CUST-261,South,Technology,Printers,496.0,-38.28,0.1
ORD-20250841,2025-09-13,CUST-281,Central,Furniture,Chairs,1466.06,-135.2,0.1
ORD-20250842,2025-09-13,CUST-217,West,Technology,Printers,166.68,-6.61,0.0
ORD-20250843,2025-09-13,CUST-102,East,Technology,Phones,1087.94,191.85,0.0
ORD-20250844,2025-09-13,CUST-222,East,Furniture,Chairs,884.45,181.79,0.2
ORD-20250845,2025-09-14,CUST-149,West,Furniture,Bookcases,991.74,228.43,0.0
ORD-20250846,2025-09-14,CUST-111,East,Office Supplies,Appliances,1668.65,3.93,0.15
ORD-20250847,2025-09-14,CUST-292,East,Furniture,Bookcases,1570.94,44.73,0.0
ORD-20250848,2025-09-15,CUST-153,South,Technology,Phones,1417.45,145.88,0.1
ORD-20250849,2025-09-15,CUST-232,Central,Furniture,Tables,507.18,-37.26,0.0
ORD-20250850,2025-09-15,CUST-156,West,Technology,Printers,1643.04,257.43,0.15
ORD-20250851,2025-09-16,CUST-244,East,Office Supplies,Binders,193.56,60.62,0.1
ORD-20250852,2025-09-16,CUST-211,West,Furniture,Furnishings,1538.93,79.31,0.05
ORD-20250853,2025-09-16,CUST-146,East,Office Supplies,Storage,604.12,130.61,0.0
ORD-20250854,2025-09-16,CUST-250,South,Technology,Accessories,115.71,12.73,0.1
ORD-20250855,2025-09-17,CUST-184,West,Furniture,Bookcases,1211.46,-56.11,0.1
ORD-20250856,2025-09-17,CUST-241,West,Furniture,Bookcases,431.68,62.39,0.0
ORD-20250857,2025-09-17,CUST-165,West,Office Supplies,Storage,453.56,11.77,0.0
ORD-20250858,2025-09-18,CUST-174,East,Technology,Laptops,564.76,-48.32,0.15
ORD-20250859,2025-09-18,CUST-278,Central,Technology,Accessories,133.36,22.23,0.0
ORD-20250860,2025-09-18,CUST-202,Central,Office Supplies,Paper,335.29,87.43,0.1
ORD-20250861,2025-09-19,CUST-265,Central,Furniture,Chairs,29.15,1.31,0.05
ORD-20250862,2025-09-19,CUST-291,East,Furniture,Tables,812.83,51.96,0.15
ORD-20250863,2025-09-19,CUST-137,West,Technology,Printers,169.97,46.61,0.2
ORD-20250864,2025-09-19,CUST-149,West,Office Supplies,Paper,1235.12,298.55,0.2
ORD-20250865,2025-09-20,CUST-197,South,Technology,Printers,439.41,88.01,0.0
ORD-20250866,2025-09-20,CUST-181,West,Office Supplies,Binders,1699.56,7.64,0.15
ORD-20250867,2025-09-20,CUST-129,West,Office Supplies,Appliances,1570.83,443.43,0.0
ORD-20250868,2025-09-21,CUST-178,Central,Technology,Printers,535.2,-18.81,0.05
ORD-20250869,2025-09-21,CUST-190,Central,Office Supplies,Appliances,1414.12,230.85,0.05
ORD-20250870,2025-09-21,CUST-278,West,Technology,Printers,1449.78,-127.44,0.0
ORD-20250871,2025-09-22,CUST-290,West,Technology,Laptops,1776.08,302.58,0.2
ORD-20250872,2025-09-22,CUST-151,West,Office Supplies,Paper,1084.16,17.78,0.0
ORD-20250873,2025-09-22,CUST-265,South,Office Supplies,Storage,165.9,14.74,0.1
ORD-20250874,2025-09-23,CUST-178,West,Furniture,Furnishings,1171.37,52.72,0.1
ORD-20250875,2025-09-23,CUST-129,South,Furniture,Chairs,1132.46,-31.08,0.1
ORD-20250876,2025-09-23,CUST-205,West,Technology,Phones,1156.26,186.43,0.0
ORD-20250877,2025-09-23,CUST-150,South,Technology,Laptops,566.72,153.26,0.05
ORD-20250878,2025-09-24,CUST-180,Central,Technology,Phones,1550.23,469.43,0.15
ORD-20250879,2025-09-24,CUST-232,West,Technology,Laptops,1727.86,-33.2,0.0
ORD-20250880,2025-09-24,CUST-128,South,Technology,Printers,407.53,82.03,0.05
ORD-20250881,2025-09-25,CUST-231,East,Furniture,Furnishings,176.91,31.67,0.0
ORD-20250882,2025-09-25,CUST-237,South,Technology,Accessories,366.27,16.2,0.05
ORD-20250883,2025-09-25,CUST-283,Central,Technology,Accessories,1480.58,-136.18,0.15
ORD-20250884,2025-09-26,CUST-244,East,Furniture,Bookcases,1224.43,232.29,0.05
ORD-20250885,2025-09-26,CUST-173,Central,Office Supplies,Paper,1152.16,342.32,0.05
ORD-20250886,2025-09-26,CUST-116,South,Technology,Printers,735.19,121.67,0.05
ORD-20250887,2025-09-26,CUST-183,East,Office Supplies,Binders,1048.53,86.84,0.05
ORD-20250888,2025-09-27,CUST-168,West,Office Supplies,Storage,568.02,68.48,0.0
ORD-20250889,2025-09-27,CUST-133,Central,Technology,Laptops,869.42,-14.05,0.0
ORD-20250890,2025-09-27,CUST-105,Central,Office Supplies,Binders,1431.65,308.13,0.05
ORD-20250891,2025-09-28,CUST-152,West,Furniture,Bookcases,1766.61,377.16,0.1
ORD-20250892,2025-09-28,CUST-293,East,Furniture,Furnishings,1679.83,-65.32,0.05
ORD-20250893,2025-09-28,CUST-225,East,Furniture,Bookcases,1682.28,452.11,0.0
ORD-20250894,2025-09-29,CUST-142,West,Furniture,Tables,735.96,9.61,0.0
ORD-20250895,2025-09-29,CUST-214,West,Furniture,Bookcases,854.45,267.06,0.0
ORD-20250896,2025-09-29,CUST-210,South,Furniture,Tables,1276.03,77.61,0.2
ORD-20250897,2025-09-30,CUST-250,East,Furniture,Tables,1661.5,-42.02,0.05
ORD-20250898,2025-09-30,CUST-282,Central,Office Supplies,Storage,272.75,13.02,0.0
ORD-20250899,2025-09-30,CUST-179,East,Furniture,Chairs,561.55,47.66,0.0
ORD-20250900,2025-09-30,CUST-194,East,Office Supplies,Storage,267.86,-18.99,0.2
ORD-20250901,2025-10-01,CUST-217,West,Technology,Phones,1109.38,158.48,0.0
ORD-20250902,2025-10-01,CUST-243,West,Technology,Laptops,565.22,85.35,0.15
ORD-20250903,2025-10-01,CUST-107,Central,Office Supplies,Binders,600.47,126.31,0.0
ORD-20250904,2025-10-02,CUST-231,South,Technology,Phones,146.23,-12.83,0.2
ORD-20250905,2025-10-02,CUST-203,Central,Technology,Laptops,642.64,81.82,0.15
ORD-20250906,2025-10-02,CUST-231,South,Technology,Phones,1555.24,-120.96,0.05
ORD-20250907,2025-10-03,CUST-283,South,Technology,Phones,434.87,84.57,0.0
ORD-20250908,2025-10-03,CUST-124,West,Office Supplies,Binders,1257.43,-96.31,0.0
ORD-20250909,2025-10-03,CUST-294,Central,Furniture,Furnishings,1140.74,322.74,0.05
